name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price,Unnamed: 0
Sandeep Sharma,india,20.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,10,8.65,37.2,25.8,kolkata-knight-riders,2023,2000000,897.0
A Mishra,india,41.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,lucknow-super-giants,2023,5000000,132.0
N Pooran,west indies,28.0,,wk-batsman,left-handed-bat,right-arm-offbreak,10,2275,26.15,136.4,13,152,149,18,1769,32.16,162.3,9,112,127,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2023,160000000,358.0
R Shepherd,west indies,29.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,14,537,26.85,139.12,0,25,39,4,115,23.0,182.54,0,7,10,56,9.8,27.54,16.86,4,12.24,64.25,31.5,lucknow-super-giants,2023,5000000,866.0
DR Sams,australia,31.0,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,3,106,26.5,170.97,0,8,6,4,44,4.89,100.0,0,1,3,7,10.17,43.57,25.71,14,8.72,37.36,25.71,lucknow-super-giants,2023,7500000,788.0
Simarjeet Singh,india,32.0,,bowling-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,4,51,10.2,113.34,0,3,3,0,0.0,0.0,0.0,7,8.93,34.43,23.14,lucknow-super-giants,2023,2000000,273.0
PN Mankad,india,29.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,3,97,32.33,132.88,1,13,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2023,2000000,811.0
Yash Thakur,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,24,10.26,28.79,16.83,lucknow-super-giants,2023,4500000,905.0
naveen-ul-haq,afghanistan,24.0,,bowler,right-handed-bat,right-arm-fast-medium,5,44,4.89,67.7,0,5,1,5,18,18.0,72.0,0,2,0,67,7.79,18.73,14.43,25,9.16,23.64,15.48,lucknow-super-giants,2023,5000000,906.0
JD Unadkat,india,32.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,16,197,12.31,118.68,0,16,7,14,8.68,21.5,14.86,99,8.98,32.21,21.53,lucknow-super-giants,2023,5000000,23.0
JA Richardson,australia,27.0,,bowler,right-handed-bat,right-arm-fast,5,45,15.0,88.24,0,3,1,0,17,5.67,65.39,0,2,0,19,8.42,29.26,20.84,3,10.47,52.33,30.0,mumbai-indians,2023,15000000,662.0
R Goyal,india,22.0,,bowler,left-handed-bat,left-arm-wrist-spin,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,8.25,0.0,0.0,mumbai-indians,2023,2000000,909.0
CJ Green,australia,24.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,2,263,26.3,152.91,3,21,16,11,707,41.59,153.7,2,62,32,12,8.9,23.25,15.67,16,9.08,41.5,27.44,mumbai-indians,2023,175000000,910.0
Vishnu Vinod,india,30.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,56,9.33,98.25,0,3,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2023,2000000,646.0
D Jansen,south africa,23.0,,bowler,right-handed-bat,left-arm-fast,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,13.25,53.0,24.0,mumbai-indians,2023,2000000,912.0
SZ Mulani,india,26.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,1,1,0.0,100.0,0,0,0,0,0.0,0.0,0.0,0,11.4,0.0,0.0,mumbai-indians,2023,2000000,913.0
R Bhatia,india,32.0,,batsman,left-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,1,123,17.57,103.37,0,10,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2023,4000000,914.0
Simarjeet Singh,india,27.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2023,2000000,915.0
V Kaverappa,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,9.0,18.0,12.0,punjab-kings,2023,2000000,916.0
Mohit Rathee,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,1,0.0,50.0,0,0,0,0,0.0,0.0,0.0,0,14.5,0.0,0.0,punjab-kings,2023,2000000,917.0
SM Curran,england,25.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,9,356,14.24,124.48,1,21,15,13,883,25.23,136.48,5,74,37,54,8.41,27.07,19.31,58,9.65,32.76,20.36,punjab-kings,2023,185000000,541.0
Sikandar Raza,zimbabwe,37.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,7,2347,26.08,137.18,14,176,115,2,182,26.0,133.83,1,12,8,79,6.89,22.78,19.85,3,10.07,47.0,28.0,punjab-kings,2023,5000000,919.0
JO Holder,west indies,32.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,14,491,16.37,129.22,0,31,27,6,259,12.33,123.34,0,13,18,66,8.58,28.88,20.2,53,8.81,27.57,18.77,rajasthan-royals,2023,57500000,4.0
A Zampa,australia,31.0,,bowler,right-handed-bat,right-arm-legbreak,10,68,5.67,89.48,0,7,0,0,15,3.0,62.5,0,1,0,117,7.17,21.01,17.58,29,7.99,19.24,14.45,rajasthan-royals,2023,15000000,297.0
D Ferreira,south africa,25.0,,wk-batsman,right-handed-bat,right-arm-offbreak,0,79,15.8,158.0,0,2,6,0,8,4.0,72.73,0,0,0,0,12.33,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2023,5000000,924.0
KS Rathore,india,21.0,,wk-batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2023,2000000,925.0
M Ashwin,india,33.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,4,35,3.89,70.0,0,2,1,0,0.0,0.0,0.0,35,8.01,33.2,24.86,rajasthan-royals,2023,2000000,288.0
KM Asif,india,30.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,7,10.42,33.0,19.0,rajasthan-royals,2023,3000000,392.0
SA Yadav,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2023,2000000,928.0
H Sharma,india,25.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11.4,0.0,0.0,royal-challengers-bengaluru,2023,2000000,929.0
Arshdeep Singh,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2023,6000000,930.0
MS Bhandage,india,25.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2023,2000000,931.0
WG Jacks,england,25.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,383,18.24,136.79,0,40,15,1,230,32.86,175.58,1,16,18,1,13.67,41.0,18.0,2,11.11,50.0,27.0,royal-challengers-bengaluru,2023,32000000,932.0
RJW Topley,england,29.0,6.7,bowler,right-handed-bat,left-arm-fast-medium,8,17,8.5,85.0,0,1,0,1,3,0.0,50.0,0,0,0,33,8.31,29.64,21.39,5,10.71,36.4,20.4,royal-challengers-bengaluru,2023,19000000,933.0
R Vinay Kumar,india,27.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2023,7000000,934.0
Simarjeet Singh,india,27.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,3,25,12.5,119.05,0,2,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2023,2000000,935.0
HC Brook,england,24.0,,batsman,right-handed-bat,right-arm-medium,9,798,28.5,146.16,4,65,34,2,190,21.11,123.38,0,23,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2023,132500000,936.0
H Klaasen,south africa,32.0,,wk-batsman,right-handed-bat,right-arm-offbreak,10,1000,23.26,141.85,5,72,52,6,993,38.19,168.31,6,56,64,0,14.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2023,52500000,577.0
AJ Hosein,west indies,30.0,,bowler,left-handed-bat,left-arm-orthodox,13,244,15.25,107.97,0,14,12,1,16,0.0,160.0,0,1,1,60,7.16,26.98,22.6,1,10.0,40.0,24.0,sunrisers-hyderabad,2023,10000000,938.0
M Markande,india,26.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,48,16.0,114.29,0,5,1,0,7.75,0.0,0.0,37,8.91,28.89,19.46,sunrisers-hyderabad,2023,5000000,467.0
AU Rashid,england,35.0,5.8,bowler,right-handed-bat,right-arm-legbreak,20,155,7.38,88.58,0,12,1,0,22,11.0,137.5,0,2,1,131,7.36,24.35,19.85,2,9.1,45.5,30.0,sunrisers-hyderabad,2023,20000000,940.0
Arshdeep Singh,india,25.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,139,15.44,120.87,0,19,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2023,2000000,561.0
Vivrant Sharma,india,24.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,69,69.0,146.81,1,9,2,0,0.0,0.0,0.0,0,12.33,0.0,0.0,sunrisers-hyderabad,2023,26000000,942.0
Nithish Kumar Reddy,india,20.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,1,90,45.0,180.0,1,4,8,2,303,33.67,142.93,2,15,21,3,7.89,23.67,18.0,3,11.39,69.0,36.33,sunrisers-hyderabad,2023,2000000,944.0
MA Agarwal,india,32.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,4,2665,22.78,133.25,13,264,98,0,0.0,0.0,0.0,0,0.0,0.0,0.0,sunrisers-hyderabad,2023,82500000,59.0
Mayank Dagar,india,27.0,,bowling-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,8.89,101.5,68.5,sunrisers-hyderabad,2023,18000000,435.0
Mujeeb Ur Rahman,bangladesh,29.0,,bowler,left-handed-bat,left-arm-fast-medium,13,87,4.58,74.36,0,3,5,8,13,13.0,56.53,0,0,1,132,7.52,21.62,17.26,61,8.14,28.89,21.28,chennai-super-kings,2024,20000000,317.0
DJ Mitchell,new zealand,33.0,,batting-allrounder,right-handed-bat,right-arm-medium,13,1411,26.62,139.29,8,98,53,2,351,27.0,131.47,2,28,10,9,10.6,21.0,11.89,1,12.13,97.0,48.0,chennai-super-kings,2024,140000000,830.0
Sameer Rizvi,india,21.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,51,12.75,118.61,0,4,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,chennai-super-kings,2024,84000000,949.0
R Ravindra,new zealand,25.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,6,309,17.17,127.69,2,19,14,0,222,22.2,160.87,1,22,12,13,6.59,20.77,18.92,0,3.5,0.0,0.0,chennai-super-kings,2024,18000000,950.0
SN Thakur,india,33.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,3,69,23.0,181.58,0,5,4,12,307,12.28,138.92,1,27,13,33,9.15,23.39,15.33,94,9.23,30.52,19.85,chennai-super-kings,2024,40000000,82.0
RK Bhui,india,28.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,10,2.5,38.47,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2024,2000000,169.0
Sumit Kumar,india,29.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2024,10000000,953.0
JA Richardson,australia,28.0,,bowler,right-handed-bat,right-arm-fast,5,45,15.0,88.24,0,3,1,0,17,5.67,65.39,0,2,0,19,8.42,29.26,20.84,3,10.47,52.33,30.0,delhi-capitals,2024,50000000,662.0
SD Hope,west indies,31.0,,wk-batsman,right-handed-bat,,5,847,26.47,138.4,5,69,44,1,183,22.88,150.0,0,12,12,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2024,7500000,956.0
Rasikh Salam,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,40,8.0,100.0,0,5,0,0,0.0,0.0,0.0,9,10.43,37.67,21.67,delhi-capitals,2024,2000000,563.0
Kumar Kushagra,india,20.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,3,1.0,42.86,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2024,72000000,958.0
T Stubbs,south africa,24.0,,wk-batsman,right-handed-bat,right-arm-offbreak,6,670,29.13,134.81,2,57,28,6,405,36.82,173.82,3,26,26,0,20.5,0.0,0.0,4,7.25,7.25,6.0,delhi-capitals,2024,5000000,959.0
HC Brook,england,25.0,,batsman,right-handed-bat,right-arm-medium,9,798,28.5,146.16,4,65,34,2,190,21.11,123.38,0,23,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,delhi-capitals,2024,40000000,936.0
Kartik Tyagi,india,24.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,3,13,3.25,81.25,0,1,0,0,0.0,0.0,0.0,15,10.14,47.53,28.13,gujarat-titans,2024,6000000,613.0
SH Johnson,australia,29.0,,bowler,left-handed-bat,left-arm-fast,0,0,0.0,0.0,0,0,0,3,6,0.0,85.72,0,1,0,14,8.96,17.07,11.43,4,9.44,37.75,24.0,gujarat-titans,2024,100000000,962.0
MJ Suthar,india,22.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,1,1.0,50.0,0,0,0,0,0.0,0.0,0.0,0,13.0,0.0,0.0,gujarat-titans,2024,2000000,963.0
R Minz,india,22.0,,wk-batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2024,36000000,964.0
A Mishra,india,24.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,gujarat-titans,2024,22000000,965.0
Azmatullah Omarzai,afghanistan,24.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,4,474,14.36,111.01,0,30,18,0,42,10.5,127.28,0,2,2,31,8.37,30.16,21.61,4,8.86,46.5,31.5,gujarat-titans,2024,5000000,966.0
SN Khan,india,29.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,10,553,19.75,141.44,1,35,37,0,0.0,0.0,0.0,0,7.5,0.0,0.0,gujarat-titans,2024,74000000,664.0
UT Yadav,india,37.0,,bowler,right-handed-bat,right-arm-fast,1,22,22.0,104.77,0,2,0,31,208,9.9,103.49,0,16,9,12,9.33,23.33,15.0,144,8.49,29.98,21.18,gujarat-titans,2024,58000000,91.0
Mujeeb Ur Rahman,afghanistan,23.0,,bowler,right-handed-bat,right-arm-offbreak,8,54,9.0,122.73,0,6,3,4,12,4.0,80.0,0,2,0,63,6.34,18.11,17.14,19,8.18,31.16,22.84,kolkata-knight-riders,2024,20000000,423.0
A Raghuvanshi,india,20.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,163,23.29,155.24,1,16,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2024,2000000,971.0
SE Rutherford,west indies,26.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,6,428,25.18,143.15,2,26,29,2,106,15.14,101.93,0,3,8,1,10.29,72.0,42.0,1,8.63,59.0,41.0,kolkata-knight-riders,2024,15000000,533.0
RK Singh,india,27.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,15,15.0,250.0,0,1,1,7,170,28.33,166.67,0,8,13,1,12.6,42.0,20.0,6,9.45,10.5,6.67,kolkata-knight-riders,2024,2000000,791.0
KS Bharat,india,31.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,2,199,28.43,122.09,1,12,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,kolkata-knight-riders,2024,5000000,191.0
C Sakariya,india,26.0,,bowler,left-handed-bat,left-arm-fast-medium,1,5,0.0,55.56,0,0,0,2,20,3.33,64.52,0,3,0,1,9.27,34.0,22.0,20,8.44,29.95,21.3,kolkata-knight-riders,2024,5000000,672.0
AJ Turner,australia,31.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,5,110,12.22,83.97,0,4,2,1,24,4.8,85.72,0,0,2,4,6.31,20.5,19.5,0,0.0,0.0,0.0,lucknow-super-giants,2024,10000000,566.0
DJ Willey,england,34.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,11,226,15.07,130.64,0,15,13,3,53,26.5,85.49,0,7,0,51,8.18,23.14,16.96,6,7.56,45.33,36.0,lucknow-super-giants,2024,20000000,854.0
M Siddharth,india,26.0,,bowler,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,7.89,71.0,54.0,lucknow-super-giants,2024,24000000,605.0
Shivam Mavi,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,0,28,14.0,155.56,0,2,2,3,51,5.67,91.08,0,4,2,7,8.79,17.57,12.0,30,8.71,31.4,21.63,lucknow-super-giants,2024,64000000,442.0
AA Kulkarni,india,19.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,9,4.5,112.5,0,2,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,lucknow-super-giants,2024,2000000,981.0
Arshad Khan,india,27.0,,bowling-allrounder,left-handed-bat,left-arm-medium,0,0,0.0,0.0,0,0,0,3,101,25.25,146.38,1,6,6,0,0.0,0.0,0.0,6,12.49,50.67,24.33,lucknow-super-giants,2024,2000000,797.0
S Gopal,india,31.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,180,12.86,106.51,0,19,2,0,0.0,0.0,0.0,52,8.16,25.92,19.06,mumbai-indians,2024,2000000,115.0
Sandeep Sharma,india,26.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,mumbai-indians,2024,2000000,985.0
A Kamboj,india,24.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,2,0.0,100.0,0,0,0,0,0.0,0.0,0.0,2,11.4,57.0,30.0,mumbai-indians,2024,2000000,986.0
Mohammad Nabi,afghanistan,39.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,25,2237,22.6,136.24,6,156,109,3,215,13.44,143.34,0,18,11,97,7.31,28.14,23.11,15,7.44,34.47,27.8,mumbai-indians,2024,15000000,376.0
Naman Dhir,india,25.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,140,23.33,177.22,1,12,10,0,0.0,0.0,0.0,0,11.79,0.0,0.0,mumbai-indians,2024,2000000,988.0
N Thushara,sri lanka,30.0,,bowler,right-handed-bat,right-arm-fast-medium,5,9,4.5,52.95,0,1,0,0,0,0.0,0.0,0,0,0,26,7.65,16.73,13.12,8,9.88,32.13,19.5,mumbai-indians,2024,48000000,989.0
G Coetzee,south africa,24.0,,bowler,right-handed-bat,right-arm-fast,2,81,11.57,135.0,0,4,6,1,14,3.5,63.64,0,0,1,12,10.57,30.25,17.17,13,10.18,26.23,15.46,mumbai-indians,2024,50000000,990.0
CR Woakes,england,35.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,146,16.22,124.79,0,9,7,6,78,13.0,101.3,0,7,2,31,8.07,26.52,19.71,30,8.97,21.93,14.67,punjab-kings,2024,42000000,346.0
Virat Singh,india,26.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2024,2000000,993.0
Abhishek Sharma,india,26.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,2,189,27.0,167.26,1,10,15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2024,2000000,994.0
Simarjeet Singh,india,33.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,7,423,35.25,161.46,2,33,25,0,0.0,0.0,0.0,1,8.33,25.0,18.0,punjab-kings,2024,2000000,329.0
RR Rossouw,south africa,35.0,,batsman,left-handed-bat,right-arm-offbreak,5,767,34.86,159.8,3,69,39,2,473,23.65,153.58,2,45,25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,punjab-kings,2024,80000000,882.0
HV Patel,india,34.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,punjab-kings,2024,117500000,142.0
SB Dubey,india,30.0,,batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,33,16.5,173.69,0,3,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2024,58000000,999.0
R Powell,west indies,31.0,,batsman,right-handed-bat,right-arm-fast-medium,11,1747,25.69,140.33,8,99,117,3,360,18.95,147.55,1,21,28,5,9.94,43.4,26.2,1,11.67,35.0,18.0,rajasthan-royals,2024,74000000,350.0
N Burger,south africa,29.0,,bowler,left-handed-bat,left-arm-fast-medium,0,1,1.0,33.34,0,0,0,0,0,0.0,0.0,0,0,0,1,12.29,86.0,42.0,7,8.53,20.71,14.57,rajasthan-royals,2024,5000000,1002.0
T Kohler-Cadmore,england,30.0,,wk-batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,48,16.0,88.89,0,7,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,rajasthan-royals,2024,4000000,1003.0
LH Ferguson,new zealand,33.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,royal-challengers-bengaluru,2024,20000000,363.0
TK Curran,england,29.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,7,64,10.67,114.29,0,1,4,5,127,25.4,118.7,1,10,3,29,9.26,31.28,20.28,13,10.84,33.08,18.31,royal-challengers-bengaluru,2024,15000000,614.0
Saurav Chauhan,india,24.0,,wk-batsman,left-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,18,6.0,120.0,0,1,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,royal-challengers-bengaluru,2024,2000000,1006.0
AS Joseph,west indies,28.0,,bowler,right-handed-bat,right-arm-fast,9,121,17.29,104.32,0,9,5,6,27,27.0,84.38,0,3,0,54,8.68,22.5,15.56,21,9.55,32.9,20.67,royal-challengers-bengaluru,2024,115000000,742.0
Simarjeet Singh,india,33.0,,bowling-allrounder,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,4,51,10.2,113.34,0,3,3,0,0.0,0.0,0.0,7,8.93,34.43,23.14,royal-challengers-bengaluru,2024,2000000,273.0
Yash Dayal,india,27.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,28,9.57,32.86,20.61,royal-challengers-bengaluru,2024,50000000,739.0
Arshdeep Singh,india,22.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5,9.87,45.4,27.6,sunrisers-hyderabad,2024,2000000,619.0
JD Unadkat,india,33.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,16,197,12.31,118.68,0,16,7,14,8.68,21.5,14.86,99,8.98,32.21,21.53,sunrisers-hyderabad,2024,16000000,23.0
PWH de Silva,sri lanka,27.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,14,712,13.43,128.99,2,71,16,4,72,7.2,98.64,0,7,1,131,6.99,15.41,13.24,35,8.13,21.37,15.77,sunrisers-hyderabad,2024,15000000,838.0
PJ Cummins,australia,31.0,6.29952,bowler,right-handed-bat,right-arm-fast,12,158,10.53,118.8,0,11,7,15,515,19.81,149.71,3,33,34,66,7.44,23.58,19.0,63,8.75,30.52,20.94,sunrisers-hyderabad,2024,205000000,93.0
TM Head,australia,31.0,,batsman,left-handed-bat,right-arm-offbreak,4,1093,33.12,160.5,5,114,53,4,772,36.76,173.88,5,76,40,1,9.33,56.0,36.0,2,11.69,56.5,29.0,sunrisers-hyderabad,2024,68000000,188.0
R Ashwin,india,39.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,12,184,26.29,115.0,0,17,4,34,800,13.33,118.52,1,61,28,72,6.91,23.22,20.17,180,7.12,29.83,25.13,chennai-super-kings,2025,97500000,418.0
DP Conway,new zealand,34.0,,wk-batsman,left-handed-bat,right-arm-medium,9,1408,38.05,127.77,10,135,37,3,924,48.63,141.29,9,99,30,0,0.0,0.0,0.0,0,0.0,0.0,0.0,chennai-super-kings,2025,62500000,698.0
KK Ahmed,india,28.0,,bowler,right-handed-bat,left-arm-fast-medium,2,1,0.0,50.0,0,0,0,0,1,0.2,14.29,0,0,0,16,8.52,35.13,24.75,74,8.84,25.42,17.24,chennai-super-kings,2025,48000000,244.0
R Ravindra,new zealand,26.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,6,309,17.17,127.69,2,19,14,0,222,22.2,160.87,1,22,12,13,6.59,20.77,18.92,0,3.5,0.0,0.0,chennai-super-kings,2025,40000000,950.0
