Unnamed: 0,id,name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price,inflation,adj_price
805,794,FA Allen,west indies,27.0,,batting-allrounder,right-handed-bat,left-arm-orthodox,9,272,15.11,136.69,0,16,21,2,14,7.0,73.69,0,1,0,24,7.55,30.46,24.21,2,9.07,68.0,45.0,Mumbai Indians,2022,7500000,1.183086132,8873145.992
900,811,NT Ellis,australia,28.0,,bowler,right-handed-bat,right-arm-fast-medium,3,18,6.0,47.37,0,0,0,1,19,4.75,76.0,0,0,1,32,7.66,16.91,13.25,18,8.61,28.22,19.67,Punjab Kings,2022,7500000,1.183086132,8873145.992
911,831,DJ Mitchell,new zealand,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,13,1411,26.62,139.29,8,98,53,2,351,27.0,131.47,2,28,10,9,10.6,21.0,11.89,1,12.13,97.0,48.0,Rajasthan Royals,2022,7500000,1.183086132,8873145.992
912,832,OC McCoy,west indies,25.0,,bowler,left-handed-bat,left-arm-fast-medium,6,68,9.71,106.25,0,7,4,0,8,8.0,160.0,0,0,1,52,8.72,22.4,15.42,11,9.32,22.73,14.64,Rajasthan Royals,2022,7500000,1.183086132,8873145.992
84,41,JW Hastings,australia,29.0,6.39795,bowling-allrounder,right-handed-bat,right-arm-fast-medium,2,46,11.5,124.33,0,3,1,0,0,0.0,0.0,0,0,0,7,7.97,35.29,26.57,3,6.83,22.0,19.33,Chennai Super Kings,2014,5000000,1.745533373,8727666.863
233,108,JR Hazlewood,australia,23.0,6.43076,bowler,left-handed-bat,right-arm-fast-medium,7,29,9.67,107.41,0,2,1,6,19,0.0,67.86,0,1,0,67,7.49,22.1,17.7,35,8.06,23.14,17.23,Mumbai Indians,2014,5000000,1.745533373,8727666.863
306,142,NJ Maddinson,australia,23.0,,batsman,left-handed-bat,left-arm-orthodox,0,45,11.25,128.58,0,6,1,0,20,6.67,95.24,0,4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2014,5000000,1.745533373,8727666.863
353,164,NV Ojha,india,31.0,,wk-batsman,right-handed-bat,,0,12,6.0,44.45,0,2,0,19,1554,20.72,118.36,6,121,79,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2014,5000000,1.745533373,8727666.863
692,481,Z Khan,afghanistan,20.0,,bowler,left-handed-bat,left-arm-wrist-spin,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,3,6.25,16.67,16.0,0,0.0,0.0,0.0,Rajasthan Royals,2018,6000000,1.444252553,8665515.318
382,270,MP Stoinis,australia,27.0,,batting-allrounder,right-handed-bat,right-arm-medium,22,1245,31.92,148.57,5,99,63,22,1866,28.27,142.01,9,150,91,45,8.73,24.24,16.67,43,9.52,29.63,18.67,Punjab Kings,2016,5500000,1.55980021,8578901.153
885,902,DR Sams,australia,31.0,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,3,106,26.5,170.97,0,8,6,4,44,4.89,100.0,0,1,3,7,10.17,43.57,25.71,14,8.72,37.36,25.71,Lucknow Super Giants,2023,7500000,1.10879675,8315975.625
853,696,M Theekshana,sri lanka,22.0,,bowler,right-handed-bat,right-arm-offbreak,9,66,3.88,64.08,0,4,2,1,7,7.0,100.0,0,0,1,58,6.88,26.57,23.17,25,7.66,31.88,24.96,Chennai Super Kings,2022,7000000,1.183086132,8281602.926
154,349,R Dhawan,india,27.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,1,0.0,50.0,0,0,0,13,210,19.09,112.3,0,18,7,1,10.5,42.0,24.0,25,8.08,35.64,26.48,Kolkata Knight Riders,2017,5500000,1.492346163,8207903.897
130,198,JDS Neesham,new zealand,25.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,21,944,22.48,154.51,0,72,51,1,92,10.22,98.93,0,6,2,39,9.1,27.64,18.23,8,9.28,41.75,27.0,Kolkata Knight Riders,2015,5000000,1.6363864,8181932.0
221,204,PP Ojha,india,29.0,,bowler,left-handed-bat,left-arm-orthodox,1,10,0.0,166.67,0,0,1,11,16,1.33,35.56,0,0,0,10,6.29,13.2,12.6,89,7.37,26.2,21.34,Mumbai Indians,2015,5000000,1.6363864,8181932.0
395,199,GB Hogg,australia,44.0,6.00423,bowler,left-handed-bat,left-arm-wrist-spin,0,55,13.75,141.03,0,3,3,3,22,7.33,100.0,0,1,0,7,7.61,53.29,42.0,23,7.47,24.78,19.91,Kolkata Knight Riders,2015,5000000,1.6363864,8181932.0
426,223,SN Khan,india,18.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,11,585,22.5,130.59,1,63,14,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2015,5000000,1.6363864,8181932.0
602,602,RA Tripathi,india,29.0,,batsman,right-handed-bat,right-arm-medium,0,97,19.4,144.78,0,11,5,10,2236,26.94,139.32,12,223,84,0,0.0,0.0,0.0,0,12.0,0.0,0.0,Kolkata Knight Riders,2020,6000000,1.326116584,7956699.506
984,957,SD Hope,west indies,31.0,,wk-batsman,right-handed-bat,,5,847,26.47,138.4,5,69,44,1,183,22.88,150.0,0,12,12,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2024,7500000,1.0495,7871250.0
139,65,S Kaul,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,8,20,5.0,55.56,0,1,0,4,8.69,21.0,14.5,58,8.63,29.98,20.84,Delhi Capitals,2014,4500000,1.745533373,7854900.177
85,308,S Badree,west indies,35.0,,bowler,right-handed-bat,right-arm-legbreak,10,43,7.17,66.16,0,1,1,0,13,2.6,56.53,0,0,0,56,6.18,21.07,20.46,11,7.42,29.0,23.45,Royal Challengers Bengaluru,2016,5000000,1.55980021,7799001.048
260,319,BCJ Cutting,australia,29.0,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.8,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,Sunrisers Hyderabad,2016,5000000,1.55980021,7799001.048
300,295,AB Dinda,india,32.0,,bowler,right-handed-bat,right-arm-fast-medium,1,22,22.0,91.67,0,1,0,7,26,2.6,54.17,0,2,0,17,8.17,14.41,10.59,69,8.2,30.04,21.97,Lucknow Super Giants,2016,5000000,1.55980021,7799001.048
365,255,AJ Tye,australia,30.0,,bowler,right-handed-bat,right-arm-fast-medium,7,83,10.38,109.22,0,5,4,4,91,10.11,119.74,0,6,5,47,8.76,21.21,14.53,42,8.59,23.31,16.29,Gujarat Titans,2016,5000000,1.55980021,7799001.048
377,309,TM Head,australia,23.0,,batsman,left-handed-bat,right-arm-offbreak,4,1093,33.12,160.5,5,114,53,4,772,36.76,173.88,5,76,40,1,9.33,56.0,36.0,2,11.69,56.5,29.0,Royal Challengers Bengaluru,2016,5000000,1.55980021,7799001.048
504,296,SM Boland,australia,27.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,3,8.18,30.0,22.0,2,7.71,27.0,21.0,Lucknow Super Giants,2016,5000000,1.55980021,7799001.048
970,935,R Vinay Kumar,india,27.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2023,7000000,1.10879675,7761577.25
679,787,M Markande,india,25.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,48,16.0,114.29,0,5,1,0,7.75,0.0,0.0,37,8.91,28.89,19.46,Mumbai Indians,2022,6500000,1.183086132,7690059.86
774,723,Lalit Yadav,india,25.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,305,19.06,105.18,0,27,7,0,0.0,0.0,0.0,10,8.85,42.5,28.8,Delhi Capitals,2022,6500000,1.183086132,7690059.86
87,343,MJ Henry,new zealand,26.0,,bowler,right-handed-bat,right-arm-fast-medium,3,24,6.0,88.89,0,2,1,0,0,0.0,0.0,0,0,0,27,8.3,23.67,17.11,2,10.65,90.5,51.0,Punjab Kings,2017,5000000,1.492346163,7461730.815
115,363,MK Tiwary,india,32.0,,batsman,right-handed-bat,right-arm-legbreak,0,15,15.0,88.24,0,0,0,26,1695,28.73,116.98,7,156,40,0,0.0,0.0,0.0,1,11.86,83.0,42.0,Lucknow Super Giants,2017,5000000,1.492346163,7461730.815
485,334,NB Singh,india,22.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,3.75,15.0,24.0,Gujarat Titans,2017,5000000,1.492346163,7461730.815
563,350,DM Bravo,west indies,28.0,,batsman,left-handed-bat,right-arm-fast-medium,3,405,21.32,106.87,0,32,14,1,6,0.0,120.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2017,5000000,1.492346163,7461730.815
593,364,LH Ferguson,new zealand,26.0,,bowler,right-handed-bat,right-arm-fast,7,29,3.63,80.56,0,0,2,7,68,22.67,147.83,0,6,2,64,7.1,16.98,14.36,46,8.96,31.0,20.76,Lucknow Super Giants,2017,5000000,1.492346163,7461730.815
614,376,CJ Jordan,england,29.0,6.2,bowler,right-handed-bat,right-arm-fast-medium,25,439,13.72,129.12,0,31,21,3,81,8.1,105.2,0,3,3,108,8.74,26.35,18.08,30,9.61,35.67,22.27,Sunrisers Hyderabad,2017,5000000,1.492346163,7461730.815
0,465,A Dananjaya,sri lanka,25.0,,bowler,left-handed-bat,right-arm-offbreak,8,65,8.13,90.28,0,7,0,1,4,0.0,80.0,0,0,0,30,8.26,32.17,23.37,0,11.75,0.0,0.0,Mumbai Indians,2018,5000000,1.444252553,7221262.765
143,414,J Yadav,india,28.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,1,40,10.0,111.12,0,2,1,0,0.0,0.0,0.0,8,6.85,55.63,48.75,Delhi Capitals,2018,5000000,1.444252553,7221262.765
517,483,STR Binny,india,34.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,35,17.5,120.69,0,2,1,22,880,19.13,128.85,0,66,35,1,10.8,54.0,30.0,22,7.66,34.45,27.0,Rajasthan Royals,2018,5000000,1.444252553,7221262.765
628,391,MJ Santner,new zealand,26.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,31,725,16.86,120.24,1,55,24,5,70,11.67,98.6,0,4,3,120,7.04,22.18,18.9,15,6.92,28.13,24.4,Chennai Super Kings,2018,5000000,1.444252553,7221262.765
631,392,L Ngidi,south africa,22.0,,bowler,right-handed-bat,right-arm-fast,8,41,8.2,78.85,0,4,0,0,0,0.0,0.0,0,0,0,63,9.24,20.95,13.6,25,8.3,17.92,12.96,Chennai Super Kings,2018,5000000,1.444252553,7221262.765
695,484,PVD Chameera,sri lanka,26.0,,bowler,right-handed-bat,right-arm-fast,13,101,6.73,89.39,0,9,1,4,43,10.75,153.58,0,3,3,55,8.09,28.87,21.42,9,9.19,48.0,31.33,Rajasthan Royals,2018,5000000,1.444252553,7221262.765
1049,482,B Laughlin,australia,36.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,2,5,2.5,38.47,0,0,0,2,9.97,59.0,35.5,10,10.13,28.2,16.7,Rajasthan Royals,2018,5000000,1.444252553,7221262.765
396,752,SP Jackson,india,36.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,2,61,10.17,107.02,0,5,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,6000000,1.183086132,7098516.794
140,66,R Shukla,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,3,19,19.0,82.61,0,2,0,0,0.0,0.0,0.0,5,10.4,41.6,24.0,Delhi Capitals,2014,4000000,1.745533373,6982133.491
213,99,Virat Singh,india,22.0,,bowler,right-handed-bat,right-arm-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,10,8.71,29.6,20.4,Kolkata Knight Riders,2014,4000000,1.745533373,6982133.491
215,100,Kuldeep Yadav,india,18.0,,bowler,left-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2,9.33,42.0,27.0,Kolkata Knight Riders,2014,4000000,1.745533373,6982133.491
311,143,HV Patel,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,Royal Challengers Bengaluru,2014,4000000,1.745533373,6982133.491
721,536,KMA Paul,west indies,21.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,8,187,20.78,112.66,0,10,11,1,18,3.6,75.0,0,1,1,25,9.09,28.0,18.48,9,8.72,26.33,18.11,Delhi Capitals,2019,5000000,1.389372345,6946861.727
747,567,AJ Turner,australia,26.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,5,110,12.22,83.97,0,4,2,1,24,4.8,85.72,0,0,2,4,6.31,20.5,19.5,0,0.0,0.0,0.0,Rajasthan Royals,2019,5000000,1.389372345,6946861.727
751,568,LS Livingstone,england,26.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,9,955,25.13,148.99,2,54,59,6,939,28.45,162.46,6,66,66,33,8.73,25.39,17.45,11,9.14,35.73,23.45,Rajasthan Royals,2019,5000000,1.389372345,6946861.727
761,578,H Klaasen,south africa,28.0,,wk-batsman,right-handed-bat,right-arm-offbreak,10,1000,23.26,141.85,5,72,52,6,993,38.19,168.31,6,56,64,0,14.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2019,5000000,1.389372345,6946861.727
822,893,VG Arora,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,6,9,4.5,56.25,0,0,0,0,0.0,0.0,0.0,19,9.18,30.84,20.16,Kolkata Knight Riders,2023,6000000,1.10879675,6652780.5
963,931,Arshdeep Singh,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Royal Challengers Bengaluru,2023,6000000,1.10879675,6652780.5
75,591,MM Sharma,india,32.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,Delhi Capitals,2020,5000000,1.326116584,6630582.922
129,596,JDS Neesham,new zealand,30.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,21,944,22.48,154.51,0,72,51,1,92,10.22,98.93,0,6,2,39,9.1,27.64,18.23,8,9.28,41.75,27.0,Punjab Kings,2020,5000000,1.326116584,6630582.922
797,625,I Udana,sri lanka,32.0,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,11,256,18.29,137.64,1,16,14,1,15,5.0,136.37,0,1,1,27,8.7,33.89,23.37,8,9.72,35.25,21.75,Royal Challengers Bengaluru,2020,5000000,1.326116584,6630582.922
807,632,FA Allen,west indies,25.0,,batting-allrounder,right-handed-bat,left-arm-orthodox,9,272,15.11,136.69,0,16,21,2,14,7.0,73.69,0,1,0,24,7.55,30.46,24.21,2,9.07,68.0,45.0,Sunrisers Hyderabad,2020,5000000,1.326116584,6630582.922
153,810,R Dhawan,india,32.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,1,0.0,50.0,0,0,0,13,210,19.09,112.3,0,18,7,1,10.5,42.0,24.0,25,8.08,35.64,26.48,Punjab Kings,2022,5500000,1.183086132,6506973.728
556,754,RK Singh,india,25.0,,batsman,left-handed-bat,right-arm-offbreak,11,546,42.0,161.07,3,45,31,11,893,30.79,143.34,4,67,46,2,3.0,1.5,3.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,5500000,1.183086132,6506973.728
880,765,Abhishek Sharma,india,20.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2022,5500000,1.183086132,6506973.728
785,962,Kartik Tyagi,india,24.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,3,13,3.25,81.25,0,1,0,0,0.0,0.0,0.0,15,10.14,47.53,28.13,Gujarat Titans,2024,6000000,1.0495,6297000.0
96,653,P Negi,india,28.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,9,365,14.04,126.3,0,27,16,1,5.33,16.0,18.0,34,7.87,27.62,21.06,Kolkata Knight Riders,2021,5000000,1.243778451,6218892.254
128,659,JDS Neesham,new zealand,31.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,21,944,22.48,154.51,0,72,51,1,92,10.22,98.93,0,6,2,39,9.1,27.64,18.23,8,9.28,41.75,27.0,Mumbai Indians,2021,5000000,1.243778451,6218892.254
160,638,CA Pujara,india,33.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,3,390,20.53,99.75,1,50,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chennai Super Kings,2021,5000000,1.243778451,6218892.254
264,652,KK Nair,india,30.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2021,5000000,1.243778451,6218892.254
133,772,S Nadeem,india,33.0,,bowler,right-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,8,39,2.79,44.83,0,2,0,0,0.0,0.0,0.0,48,7.56,37.17,29.48,Lucknow Super Giants,2022,5000000,1.183086132,5915430.661
164,808,Sandeep Sharma,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0.0,100.0,0,0,0,21,54,9.0,77.15,0,4,0,1,10.43,73.0,42.0,137,7.89,27.07,20.6,Punjab Kings,2022,5000000,1.183086132,5915430.661
296,744,VR Aaron,india,33.0,,bowler,right-handed-bat,right-arm-fast,0,0,0.0,0.0,0,0,0,8,50,10.0,69.45,0,2,2,0,0.0,0.0,0.0,44,8.94,33.66,22.59,Gujarat Titans,2022,5000000,1.183086132,5915430.661
334,846,KV Sharma,india,35.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,14,351,13.5,119.39,0,20,17,1,7.0,28.0,24.0,76,8.38,27.46,19.67,Royal Challengers Bengaluru,2022,5000000,1.183086132,5915430.661
476,769,Arshdeep Singh,india,,,bowler,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lucknow Super Giants,2022,5000000,1.183086132,5915430.661
520,726,P Dubey,india,29.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,23,23.0,69.7,0,2,0,0,0.0,0.0,0.0,1,8.27,91.0,66.0,Delhi Capitals,2022,5000000,1.183086132,5915430.661
569,788,SA Yadav,india,27.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11.5,0.0,0.0,Mumbai Indians,2022,5000000,1.183086132,5915430.661
630,718,L Ngidi,south africa,26.0,,bowler,right-handed-bat,right-arm-fast,8,41,8.2,78.85,0,4,0,0,0,0.0,0.0,0,0,0,63,9.24,20.95,13.6,25,8.3,17.92,12.96,Delhi Capitals,2022,5000000,1.183086132,5915430.661
817,861,Vishnu Vinod,india,29.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,0,56,9.33,98.25,0,3,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sunrisers Hyderabad,2022,5000000,1.183086132,5915430.661
860,700,D Pretorius,south africa,33.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,5,261,21.75,164.16,1,22,15,1,44,11.0,157.15,0,3,3,35,8.29,19.89,14.4,6,9.52,39.67,25.0,Chennai Super Kings,2022,5000000,1.183086132,5915430.661
864,720,YV Dhull,india,20.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0.0,0.0,0,0,0,0,16,5.33,69.57,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2022,5000000,1.183086132,5915430.661
865,725,TL Seifert,new zealand,28.0,,wk-batsman,right-handed-bat,,7,1291,25.31,134.76,9,111,58,0,26,8.67,113.05,0,4,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Delhi Capitals,2022,5000000,1.183086132,5915430.661
883,778,KR Mayers,west indies,30.0,,batting-allrounder,left-handed-bat,right-arm-medium,2,762,21.77,138.3,3,68,51,0,379,29.15,144.11,4,38,22,0,9.5,0.0,0.0,0,8.43,0.0,0.0,Lucknow Super Giants,2022,5000000,1.183086132,5915430.661
905,815,PBB Rajapaksa,sri lanka,31.0,,wk-batsman,left-handed-bat,right-arm-medium,7,733,22.91,132.79,3,63,31,0,277,21.31,145.03,1,22,15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Punjab Kings,2022,5000000,1.183086132,5915430.661
932,869,Fazalhaq Farooqi,afghanistan,22.0,,bowler,right-handed-bat,left-arm-fast-medium,9,12,4.0,63.16,0,1,0,2,3,0.0,23.08,0,0,0,54,6.71,19.09,17.07,6,8.96,37.83,25.33,Sunrisers Hyderabad,2022,5000000,1.183086132,5915430.661
634,393,KM Asif,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,7,10.42,33.0,19.0,Chennai Super Kings,2018,4000000,1.444252553,5777010.212
12,12,R McLaren,south africa,30.0,,bowling-allrounder,left-handed-bat,right-arm-fast-medium,3,9,9.0,69.24,0,0,0,5,159,19.88,92.99,1,14,1,17,7.57,19.53,15.47,12,9.19,45.17,29.5,Kolkata Knight Riders,2013,2900000,1.937018384,5617353.313
21,16,JDP Oram,new zealand,35.0,6.49638,bowling-allrounder,left-handed-bat,right-arm-fast-medium,7,474,20.61,139.83,2,38,22,4,106,13.25,98.15,0,6,5,19,8.73,41.79,28.74,9,8.84,38.78,26.33,Mumbai Indians,2013,2900000,1.937018384,5617353.313
31,908,JD Unadkat,india,32.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0.0,0.0,0,0,0,16,197,12.31,118.68,0,16,7,14,8.68,21.5,14.86,99,8.98,32.21,21.53,Lucknow Super Giants,2023,5000000,1.10879675,5543983.75
74,888,MM Sharma,india,35.0,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,14,124,7.29,93.24,0,8,4,6,8.04,30.83,23.0,132,8.67,24.67,17.07,Gujarat Titans,2023,5000000,1.10879675,5543983.75
167,896,Mandeep Singh,india,32.0,,batsman,right-handed-bat,right-arm-medium,1,87,43.5,119.18,1,11,1,16,1706,20.8,122.92,6,176,38,0,0.0,0.0,0.0,0,13.0,0.0,0.0,Kolkata Knight Riders,2023,5000000,1.10879675,5543983.75
280,899,A Mishra,india,41.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,Lucknow Super Giants,2023,5000000,1.10879675,5543983.75
340,882,I Sharma,india,35.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8.0,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,Delhi Capitals,2023,5000000,1.10879675,5543983.75
678,940,M Markande,india,26.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,8,48,16.0,114.29,0,5,1,0,7.75,0.0,0.0,37,8.91,28.89,19.46,Sunrisers Hyderabad,2023,5000000,1.10879675,5543983.75
688,874,AM Rahane,india,35.0,,batsman,right-handed-bat,right-arm-medium,2,375,20.83,113.3,1,32,6,17,4642,30.14,123.43,30,478,103,0,0.0,0.0,0.0,1,5.0,5.0,6.0,Chennai Super Kings,2023,5000000,1.10879675,5543983.75
895,890,OF Smith,west indies,27.0,,bowling-allrounder,right-handed-bat,right-arm-medium,7,193,14.85,139.86,0,13,12,3,51,17.0,115.91,0,1,5,27,10.29,28.59,16.67,6,11.87,29.67,15.0,Gujarat Titans,2023,5000000,1.10879675,5543983.75
927,901,R Shepherd,west indies,29.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,14,537,26.85,139.12,0,25,39,4,115,23.0,182.54,0,7,10,56,9.8,27.54,16.86,4,12.24,64.25,31.5,Lucknow Super Giants,2023,5000000,1.10879675,5543983.75
942,897,Liton Das,bangladesh,29.0,,wk-batsman,right-handed-bat,,3,2021,22.46,124.84,11,210,58,0,4,4.0,100.0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2023,5000000,1.10879675,5543983.75
956,920,Sikandar Raza,zimbabwe,37.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,7,2347,26.08,137.18,14,176,115,2,182,26.0,133.83,1,12,8,79,6.89,22.78,19.85,3,10.07,47.0,28.0,Punjab Kings,2023,5000000,1.10879675,5543983.75
958,925,D Ferreira,south africa,25.0,,wk-batsman,right-handed-bat,right-arm-offbreak,0,79,15.8,158.0,0,2,6,0,8,4.0,72.73,0,0,0,0,12.33,0.0,0.0,0,0.0,0.0,0.0,Rajasthan Royals,2023,5000000,1.10879675,5543983.75
93,320,V Shankar,india,25.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,101,25.25,138.36,0,11,5,16,1115,25.34,129.81,6,80,45,5,9.1,38.2,25.2,9,8.67,38.22,26.44,Sunrisers Hyderabad,2016,3500000,1.55980021,5459300.734
459,256,Ishan Kishan,india,18.0,,wk-batsman,left-handed-bat,,1,796,25.68,124.38,6,79,36,6,2644,28.43,135.87,16,255,119,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gujarat Titans,2016,3500000,1.55980021,5459300.734
522,310,P Dubey,india,23.0,,bowling-allrounder,right-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,1,23,23.0,69.7,0,2,0,0,0.0,0.0,0.0,1,8.27,91.0,66.0,Royal Challengers Bengaluru,2016,3500000,1.55980021,5459300.734
384,975,KS Bharat,india,31.0,,wk-batsman,right-handed-bat,,0,0,0.0,0.0,0,0,0,2,199,28.43,122.09,1,12,8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kolkata Knight Riders,2024,5000000,1.0495,5247500.0
841,976,C Sakariya,india,26.0,,bowler,left-handed-bat,left-arm-fast-medium,1,5,0.0,55.56,0,0,0,2,20,3.33,64.52,0,3,0,1,9.27,34.0,22.0,20,8.44,29.95,21.3,Kolkata Knight Riders,2024,5000000,1.0495,5247500.0
